Server_Workload(%),Inlet_Temperature(°C),Cooling_Unit_Power_Consumption(kW)
80.90285028448417,22.05939867277496,0.95
84.19421684572445,24.394447927801707,0.89
94.97872883698967,23.98643825081173,1.0
45.90368011531602,16.783712306743283,0.67
91.87137414621102,24.568604351963483,0.91
33.645712787624014,17.289432521505287,0.46
16.833269070021082,17.080918927054938,0.43
82.04623639894663,24.148322718199918,0.94
53.40387896618515,21.0825517357445,0.74
33.216760154202845,16.500890594758594,0.52
87.92408294459031,24.290014906475157,0.91
95.7291502144186,23.43998151281984,0.97
65.88933187710792,21.866847879972436,0.72
65.80271981589907,22.0784236613995,0.75
70.9800016970787,22.785630275645904,0.88
91.51067299893658,26.65001855922823,0.95
44.870100330718266,19.819279106282075,0.53
98.36787742696774,25.491241087898437,1.07
92.55188422870384,26.01316881840045,0.9
70.63132804215633,21.88988662163198,0.81
53.18984123610152,20.625303228653014,0.6
82.14743621112731,22.42939138406245,0.93
74.75329481836754,21.89706625534881,0.86
65.0865765845574,20.778944060436448,0.81
90.87972613511168,24.47830296427926,0.97
88.97567241406006,22.127132475781806,0.93
73.47132129697867,22.70348731481067,0.73
29.92589094024747,17.39748301521079,0.51
72.62470067110378,22.442570997837603,0.88
44.806885707786535,19.12675611676397,0.56
55.74547821068574,21.671457677991523,0.65
85.50898820866003,24.641176903088077,0.96
10.0,17.873306725620907,0.41
46.916270138766514,17.814775725523802,0.7
87.85477604080216,26.02773308683761,0.92
64.73745215258998,19.89703654638093,0.67
34.74799124397367,18.50665401724161,0.47
66.07623179833891,20.86038618843479,0.7
88.1033749328652,23.2286131659592,0.92
74.68954748911074,25.23402652754524,0.8
35.97425676181442,18.356848404804104,0.5
47.40526378181556,19.119942029423164,0.72
52.10130139683734,19.81323689357823,0.6
100.0,25.63230458485829,1.02
41.27709423487136,17.7943640974345,0.6
94.52726458343318,24.156059935179147,1.02
84.59152028263566,21.70335137245052,0.99
85.83481128078583,22.958769058448613,0.89
73.56744229266492,22.343289035455616,0.79
92.07717162031742,25.131627281763027,1.04
61.92771882797311,20.619215627886607,0.75
74.88949253564684,21.35114336444741,0.78
88.10003780709448,25.576073007075863,0.99
72.22359040287355,22.25661316074475,0.8
64.68600019336152,20.99889691200187,0.68
68.83584250355159,21.594060552453666,0.84
74.42039572427885,24.285561649915536,0.76
35.66801419992306,18.938133219557027,0.55
93.01244354933648,24.334715066596416,1.0
62.77909940572427,21.528065618719683,0.81
58.37442336359293,19.932373544888108,0.6
77.86604738506193,22.497050470732763,0.88
96.4041006331194,24.598439353881464,1.01
52.44098095893238,19.079897020869662,0.62
52.85291502702804,21.191113319205307,0.64
81.36533261285875,23.20667249855343,0.83
62.07312364999767,21.86286373067048,0.71
49.50070430278491,20.534995656656548,0.57
47.65293250160736,20.25129495292784,0.68
51.81746017249719,19.85772282186178,0.57
41.35937227262764,19.71089312807594,0.51
100.0,24.934062293651348,1.04
62.184346782648845,22.680271320964355,0.73
100.0,24.44848040724344,1.0
83.33391883208354,22.467690019058796,0.85
60.39417198928383,20.94342510663205,0.76
32.81565574344898,18.05174595728279,0.55
76.45217600249342,23.38931960641053,0.92
76.87764242036796,22.900108804974845,0.9
60.93243815851312,23.43976345531456,0.74
71.26942883963358,20.93943308739085,0.87
58.18968776675172,21.2390402196236,0.78
71.59777593309889,21.622622813375656,0.78
61.10660380505736,20.79263454531659,0.73
60.6665669669631,19.751793631580018,0.66
94.09734685340948,24.98329173642033,0.9
14.79301812581862,15.143995441373706,0.41
69.96826150788561,21.98716868624906,0.79
79.53760272319197,22.48910215616802,1.0
60.550757418873246,23.0937893364367,0.67
79.68050167670026,23.896784189977385,0.87
86.16866123167667,22.114476082405425,1.06
66.55656476810591,20.68249671942977,0.75
100.0,24.262978037994923,1.0
65.66035445491588,20.74277961478699,0.7
50.3563873007482,18.515851592971195,0.7
68.81798278664638,20.73538289402717,0.75
79.50117152559193,22.204125527170547,0.98
67.17552744206351,22.576914860142235,0.79
36.21210304455778,17.636175728268125,0.46
68.7561036523275,22.62391701452962,0.83
34.62941389241912,17.886841051716985,0.62
65.44033783937343,19.084515397507317,0.71
73.8049211784349,23.39896752438557,0.74
54.00028209548724,19.60134366545595,0.66
63.802010555194286,21.67561175332863,0.8
89.57954108657023,25.370762410449743,0.88
28.65522139919902,17.115407919209673,0.51
45.19213860411322,18.86935430340638,0.49
64.86279618429676,21.22632686848422,0.68
42.751719015923726,18.863920430844612,0.57
74.68224871628654,21.805312359802876,0.75
38.261963033915286,18.363587710807327,0.65
22.0027535529872,17.179711385301154,0.5
66.30778060644953,20.604227763988558,0.82
46.98742933920731,19.42328520982359,0.73
72.71986896970894,22.71413177064328,0.9
63.98210890936679,21.93368542674525,0.74
44.83596391704653,20.476710129202903,0.58
75.32944049575636,22.989529315831984,0.94
52.76090510890576,18.602530422225083,0.72
100.0,24.18607475197287,1.01
41.97355693675871,18.142089838242352,0.6
51.33924460716804,19.803611398576724,0.56
35.95685590572132,19.669439588204007,0.59
100.0,26.221226730771843,1.02
71.24642589447566,21.99210317358111,0.73
47.37953435622903,18.32925453328666,0.6
34.888604360172366,17.568912522743805,0.55
76.61723172072996,21.221967784317577,0.87
91.87589733272398,22.72235115506423,0.96
73.72210920431766,23.52413914426408,0.81
100.0,24.969662526267257,1.04
81.49200628932711,25.861312666198813,1.01
70.97682930170205,21.99491872284468,0.81
16.477909032657607,17.49278340784468,0.42
88.84442823860397,25.17656057630293,0.9
95.28651630982094,26.006578540720184,0.9
62.48505340107768,20.60006891220419,0.67
86.2550278318034,25.262491195680017,0.8
53.731369084849845,21.16074013351292,0.58
60.45010597545184,21.408397087208986,0.75
71.97625451046407,21.407087386719425,0.78
47.5894750812684,20.840909513362103,0.68
81.52350811187218,23.12241909253392,0.8
49.30392960952619,20.33031969552333,0.63
82.91866364934288,23.77555574590612,0.84
38.54609648844845,18.50339925903785,0.5
74.40911434588519,22.020930378962905,0.76
75.55655192078194,21.25628415240269,0.85
46.98208956357203,19.87060793577304,0.62
19.971355549100338,18.574130626086166,0.44
82.94833997700454,22.46137255651603,0.89
65.81264491150881,21.95397547941543,0.83
30.424195492867355,18.24638777614636,0.4
56.11189381003432,20.959211577472228,0.67
41.46862074890083,16.419836725257277,0.54
36.49913294278215,16.810009612486507,0.48
29.314186368977644,18.200965073854977,0.51
73.84217947579775,23.733232489665525,0.8
87.82744908272375,22.89725520085597,0.85
59.890938133505074,18.717142699690527,0.59
65.24036496242313,21.27504924469413,0.75
84.19981745365075,22.384890987853097,0.93
45.355992077924384,20.39094614144441,0.64
57.58775496236921,19.53598272371758,0.68
70.51096760630897,23.142024868996543,0.78
100.0,23.213013170176964,1.07
59.06116783308162,22.37667534776953,0.82
83.66276517660378,23.512321909291018,0.9
59.08143341775626,20.76513399727064,0.76
51.40444700847246,17.79208888527704,0.6
68.51534703172048,20.53649522025901,0.76
60.83161335863944,20.51741641917906,0.71
17.580249260681462,16.200762381826255,0.52
63.34306208467935,20.67954430399173,0.86
53.19765164789966,21.62823593514896,0.56
63.01275386915187,20.279700450276213,0.77
66.6495080585631,22.26513532257055,0.74
91.41846420484129,23.76455375293396,0.87
60.50424400758216,19.5391344108818,0.75
35.190342959254224,18.067468697748204,0.5
64.46319623560805,21.879602146186443,0.78
54.378421784762025,19.274451532449028,0.65
63.50231089714176,20.968171065840668,0.83
96.75206870669732,25.29652734305181,1.01
64.57952579048444,22.63694973015404,0.86
52.14280221452704,20.18667009254099,0.59
75.0766653861063,22.59535938138388,0.92
56.00519575092905,23.075049109804198,0.67
58.924749641094834,20.537700580718937,0.7
44.62380470812733,19.83180295907633,0.52
86.58025597061942,25.726344311530703,0.95
49.75772399442822,19.698496733345483,0.71
67.81641958887936,20.38611531938972,0.88
86.59887145398311,22.979404549957945,0.83
71.20513728348442,21.28022448833888,0.8
97.08814956327902,23.257415332120058,1.01
58.01782450312301,20.925232293130687,0.75
78.47123278945034,21.499081888869465,0.8
63.07288422612572,21.495027473671467,0.65
62.7407510199511,20.659959747902064,0.75
100.0,24.421373178168377,1.0
54.28562516055647,20.23478896254258,0.67
63.9028739795659,21.055860344738598,0.83
77.04935318509541,23.478233061047877,0.9
33.13315987746023,18.25599496133428,0.55
36.72983867386387,17.673203331859636,0.43
63.87922500150461,22.405469946363983,0.78
94.39060793139213,25.15541031668528,0.91
72.63245927167591,23.82973784786679,0.82
65.33852498911783,23.4148852272408,0.67
68.15238798687678,20.27219274150932,0.75
80.25492523737306,22.424550651132293,0.8
59.25886372351088,19.815775717390085,0.78
70.51641621477783,21.05969088321332,0.69
30.697564079460584,18.354622736925183,0.52
71.25646753402539,21.79841314253325,0.86
54.92798035574479,19.23493316971168,0.62
100.0,25.19103933599052,1.05
47.60416164274423,19.512212082521916,0.74
62.22040565590347,20.799319502205424,0.79
94.71187684385777,25.27208012672108,1.02
85.8099121078946,24.352224413909788,0.96
50.21359669113967,19.09073123452065,0.71
23.26225385440029,17.717751509888366,0.47
93.83976734572468,25.44433881452765,0.92
54.98588603655236,20.19395079933419,0.61
79.20177256203081,23.455825371787597,0.91
47.329404164658136,19.589444162874912,0.63
59.483905101507055,20.753845510313703,0.75
100.0,26.091164743229804,0.97
50.908120683691536,19.803973693017294,0.68
76.78891435159767,22.58128601424738,0.8
91.6624101465692,24.26542749142884,1.03
75.20091855149411,23.085293431724654,0.85
42.43015086199006,21.482488569395503,0.46
42.85918367632385,19.351899189593897,0.5
31.075263563185885,16.35803621854226,0.46
58.91465921471716,21.266363542483692,0.67
76.85064782539769,23.406852157042877,0.86
66.41892543814727,20.826575940989468,0.82
81.91719748184434,22.55217671103359,0.83
47.22469669472044,20.68446867306758,0.63
46.95281547771805,19.275943495342418,0.69
96.55322450569932,24.998184596258955,0.99
18.19877096245066,18.78871910336497,0.43
90.21357637627,25.082643137339065,0.91
94.94796807100548,25.248498778498465,1.07
87.65430216326877,23.659680233525936,0.92
81.84073924359737,24.886723175615703,0.82
64.6446709580458,20.84458745744808,0.68
70.50332512765515,23.488211095443987,0.91
47.321145670761176,19.38734397873272,0.71
46.41912364346912,17.496671772480095,0.64
58.0010060719132,20.81445408308904,0.73
60.79254315356387,21.06974061457542,0.72
50.64808855067661,20.615375028498093,0.66
83.35001068868067,21.37183361169847,0.86
70.70053947429611,21.4338333745374,0.77
42.65267335762235,18.02593000967631,0.48
78.04214926018011,22.418632765648542,0.9
28.66768145490498,15.0,0.45
59.717108041528455,23.194856487036567,0.79
42.94116229372318,20.003247119983676,0.57
41.12940997172954,19.05953308948798,0.54
100.0,25.63630667112432,1.07
53.26518704469408,19.075344250642928,0.62
73.71348395152505,21.492890774531425,0.86
78.48413675306332,22.09035967213732,0.92
82.75822698912597,25.473687199616304,0.89
86.18912619040218,22.55143831719896,1.0
60.27125210260837,21.97952104126705,0.78
77.63919880183715,23.45544897054578,0.89
70.07527211810397,23.2838864373984,0.81
54.611816952406805,21.64488687091992,0.65
67.38935542421456,22.663445150515397,0.88
92.13280709209003,23.81813572778329,1.01
86.41479403616145,24.28720715760692,1.01
92.22408559422216,23.309231711175705,0.98
65.52102717091526,21.57403294076613,0.78
70.75882217224597,23.37068430781603,0.83
34.505798620031776,19.01851629478488,0.46
61.73928583592036,20.74330317049008,0.78
88.37374155507686,23.56760844511144,0.98
21.21216373007049,16.27294460409146,0.45
61.73883470052935,22.520577821222904,0.71
64.46476243486985,22.29800846156985,0.75
58.03125138217929,19.03346492234607,0.66
100.0,25.46592992013632,1.02
100.0,25.24729782200539,1.03
84.94077700412014,22.64801068138792,0.92
64.8572358622997,21.33446424971805,0.84
45.2978235801283,19.36689058598988,0.6
35.317547560787986,16.758077023699975,0.56
91.09211711299989,22.922794433112365,0.96
83.20704046561113,22.75754917301857,0.87
73.62981663982373,20.722008909451286,0.85
72.20739266745801,23.602199529305334,0.93
57.76872824023852,20.99720885354038,0.63
53.47702412074848,18.67013585154336,0.71
92.59480035786112,21.619458935163458,1.03
64.28353152534696,21.211973038787143,0.66
65.66572465383405,21.26101512304405,0.66
83.55935138115669,24.634150410299064,0.97
55.87313199440807,20.68905583780783,0.74
59.61047760767759,22.600559746300267,0.78
62.038479471178725,20.05032795588684,0.69
58.52948343744335,19.345092247211767,0.67
65.42833829946848,20.893915079837743,0.76
79.49912126719504,24.09949260598899,0.94
57.73828318560741,21.486016169891244,0.69
63.22438288847267,19.68847042160772,0.75
47.80288428623241,22.58775762970313,0.56
67.45418412196501,22.88589761336547,0.79
57.40050645589324,20.368902519795515,0.76
60.29890212303584,22.219986834475822,0.78
50.3689698965157,19.069213466651227,0.61
63.12201898209055,19.49387545206394,0.75
88.68504025612789,23.47149449217745,0.97
85.30818287471743,23.202107420512203,0.88
100.0,23.97153459935058,1.01
59.82087451926392,20.46733267671009,0.63
60.48488719296652,20.75455765676236,0.82
66.38920751353052,21.884594134311083,0.7
44.994338987592144,19.148721595647554,0.55
57.94283417091461,20.40089845602341,0.66
63.93853323682994,21.147851874817786,0.77
72.40924195187125,21.505892443838857,0.81
54.31086258680895,22.21206631298803,0.68
79.06413323289928,21.98248953080756,0.99
40.98022293518211,18.42069757666076,0.66
76.96594835236523,22.816033325783117,0.85
76.67081764301534,23.88178159017541,0.92
100.0,24.477103897905103,0.98
45.738839272775664,18.97156275236964,0.49
71.9528398835213,23.197126592945622,0.73
56.74281784696201,21.53244437266997,0.8
76.78414317912427,23.837070653033926,0.79
34.26013630944233,17.337978467141777,0.46
85.0259967442529,23.91363035341273,0.83
79.37427540579066,21.62443488713845,0.93
100.0,25.586244901791204,1.02
49.91933414246942,20.263762693951467,0.63
66.24158721295167,23.04461592730569,0.79
45.9274045468307,19.642467943392028,0.61
75.10553112980739,21.5426895565926,0.8
63.199106992349954,21.481769878887885,0.66
80.72284875670931,21.88728426193249,0.87
78.69629582405986,21.90640228678005,0.83
56.14603689966094,19.615226572529924,0.74
81.39112882969512,22.698824351849204,0.86
56.27792587734541,20.2232437971352,0.63
78.27297159472579,24.33474433768376,0.96
68.21507540894576,21.43712402921784,0.76
69.13687364157121,23.561150804817625,0.75
87.40739050677797,23.798799499827272,0.89
57.51233610571636,20.350810720971975,0.69
30.71281387096414,17.941132427122383,0.41
46.29101079079088,19.639791147235798,0.59
76.61994143080108,21.777083529437604,0.79
74.51345817471558,23.501454402814662,0.94
51.70421822319451,19.119401113598347,0.57
83.27078232810241,23.40111359797989,0.97
52.0549957825077,20.412077362845885,0.74
51.99131596196132,21.72756324427548,0.77
48.63252664059167,19.464931354258205,0.57
70.37668412011112,22.965061836697107,0.86
55.96447210733605,21.376168723748417,0.81
74.634499492708,22.270799568614457,0.87
40.65049442026746,18.589356298413666,0.52
84.95785562734821,22.526321201844297,0.9
82.51644116450467,21.53790802525372,0.93
54.484287295229336,20.84046245216016,0.62
55.854199140513366,21.58320324332172,0.76
76.67795176239287,23.14181051801188,0.79
79.48503352501285,21.74490485043119,0.9
44.3625900157802,18.543069358582976,0.54
65.95074928482005,22.37619268577701,0.74
52.06959341003034,19.45527295784822,0.73
61.67693708219059,21.305707872878045,0.63
36.18056990723925,21.58395753631132,0.56
70.28735773363869,20.54658183828516,0.78
66.89414479658542,21.52424583736264,0.68
90.2765975512297,23.8664373838017,0.86
88.24533976918494,23.38263978339239,0.84
33.71417184375808,18.27775992007595,0.5
41.865209389121134,18.462761390017224,0.65
76.05866373676444,22.291482216702136,0.86
41.44614422041341,19.159554193224054,0.65
96.7456154545498,26.063874584689504,1.1
78.48481228182527,23.90363544122313,0.8
95.99656878309015,24.23596988469928,1.01
48.59306746568424,20.34493089506965,0.58
98.04757544589545,24.82772677569501,1.04
63.6055481795594,22.23577036579942,0.66
69.20636520214882,22.052001569252905,0.83
61.62668846845403,21.27802551616541,0.81
77.85981286058728,20.35593483129797,0.76
51.94069403309859,19.22706141936229,0.7
53.19287785243409,18.60973248769738,0.55
68.30976186763436,20.563538074927266,0.83
42.23963272747779,18.6135429637862,0.65
86.81826104824154,24.46808606954772,0.98
32.523868641558934,17.153600393131978,0.55
62.04773653888658,20.33468448485112,0.69
57.88465129991769,20.38200885464624,0.74
48.30005519815488,19.934668321920977,0.51
50.685824473176254,20.72703121785871,0.52
87.58021985837303,24.95779514657992,0.87
100.0,25.70167306134117,0.99
60.75770129311809,21.55968587018299,0.74
35.481346180538104,18.03610788142788,0.53
100.0,24.07079059213622,0.99
96.39518349835876,25.57756903664965,1.01
71.94065674605791,23.567096661830384,0.83
83.73282547049386,24.717877484818207,0.98
52.3743756444072,20.44898130730804,0.61
64.80366838770952,21.38252651297067,0.72
61.797480616523394,21.020674622624075,0.65
88.66834913178982,24.15585235038969,0.95
32.859918822616535,19.04193923193493,0.56
93.24739200353508,25.289870141655065,0.95
60.632441044145295,20.06877395348303,0.79
55.68045668128262,20.2203053570834,0.62
64.60822871011086,20.456804019738755,0.75
51.55420924650935,19.21322129995559,0.65
70.14253160050205,22.149874931223412,0.79
76.73275464212628,21.03257442423813,0.91
59.96501996089573,22.24983280106674,0.79
42.73818345414922,18.222686396002423,0.65
21.29827630454184,17.363813040534108,0.43
90.83480066499604,22.985368828515032,0.92
96.266535939884,24.08954296822349,1.06
67.10615678978839,21.474143943806023,0.73
100.0,24.038518753155397,1.03
56.35317319237818,20.93909362056332,0.67
71.04868696196249,22.442826994192554,0.81
66.6030093275803,22.089931377643904,0.8
24.977692387849345,16.86817966702496,0.51
88.1632980816612,22.83902858517609,0.89
66.00347061201884,20.620118429342646,0.79
70.07058949215087,23.40998089297849,0.85
66.67987875803401,21.927872234134167,0.77
46.44367553141355,19.876240741172506,0.55
68.59722114290011,22.823610374046403,0.77
61.69519749556074,21.707530680584675,0.82
64.9494595587213,20.982218889973392,0.79
45.05281419542402,19.62671550906543,0.57
48.47287870531733,21.344452651819555,0.55
60.33615396305736,21.229126067517644,0.71
62.85397750425273,22.18029399674302,0.74
41.91711335890954,18.614013328570437,0.64
85.51369183215617,25.24489919343254,0.97
66.88486118219146,21.502503725552728,0.77
100.0,25.87063211832548,1.03
72.45870379835128,21.607300346521413,0.79
52.17822782144923,21.408053825230805,0.54
55.70381250232468,22.48025730328861,0.66
62.33918207536643,22.771501595801357,0.74
43.75880361722922,20.396419290794643,0.57
100.0,25.230118208850783,0.94
37.51220909415231,18.796290252091545,0.57
49.56726668349391,22.279002174482684,0.57
64.65717644983526,21.513156587614542,0.92
76.15255263614715,21.62620723122058,0.79
49.94698949795725,19.198030100316814,0.59
70.49535773944132,20.82949048405696,0.84
47.25535493447401,19.177680304933062,0.64
51.43609565695047,21.13221315761819,0.65
83.43217770055881,24.166744242133635,0.88
10.0,16.236990879384535,0.41
54.907837874312015,20.31558334916113,0.75
44.88115856500549,20.26750191247762,0.56
57.69166325046356,18.748364338132465,0.64
37.44990298032141,20.647145456982624,0.55
28.730725563319425,18.13454917089316,0.41
77.50667959791221,22.345096179614195,0.92
48.96245022749388,18.857555372818023,0.6
66.9247876627106,22.896340678375708,0.81
59.04326151533826,19.092296001523863,0.72
37.71096095160948,16.0503142817766,0.55
59.89580203880761,21.748555101995017,0.8
74.14922554207456,21.542464409520885,0.81
48.60068229254576,21.068272232557444,0.57
55.80217982991277,19.540094465670897,0.72
94.58333141375267,25.416369289316464,1.06
31.96355413353446,18.140269183594512,0.54
100.0,25.877123534478127,0.92
57.8506395393934,21.28492469046081,0.62
50.13817384521918,18.47449957954212,0.6
63.002694011229416,20.986094956964475,0.82
49.192486419740376,20.93288566905685,0.59
25.780043501695147,16.189134384129392,0.39
38.72658060140071,20.5580495970455,0.57
64.02088157801347,22.055009516141396,0.76
94.14130689148884,24.55214561615953,0.96
49.29601627660604,20.05278723433291,0.61
61.31124760202487,19.88750832436584,0.75
48.84391573175585,19.838809808424216,0.54
84.04317742942354,23.085177246348284,0.88
67.73816623453169,23.4915834201256,0.86
52.74338498555648,19.061300000427767,0.55
38.45583295959848,19.14396982813585,0.55
50.6243962750408,20.94183220925928,0.7
16.40804546779399,17.67158873092169,0.41
84.92846519686546,22.654389244328215,0.99
45.69695197611527,18.078247173052507,0.65
73.21458008915477,21.11201529477777,0.8
67.79047671340136,21.336466479139084,0.74
95.2157028424599,25.129214593911545,0.96
56.96892819321821,21.851781280028327,0.69
79.2844062212623,21.243871489229228,0.84
82.27321909998415,26.110993372936285,0.78
51.55623520686997,19.839240530070423,0.62
96.5281162022242,24.4953295886748,1.03
83.886876998166,23.77859035772814,0.99
51.16965388590173,18.891352855538287,0.63
53.89796375063119,21.02471357202467,0.65
66.24645575465846,22.113312198434475,0.72
69.48709789209583,22.889421627516526,0.75
84.66759540484557,23.972227898948294,0.87
53.452468596064726,19.07792024370405,0.65
47.86693702619608,18.51022932056489,0.53
62.237324463406246,20.028678900931897,0.79
24.50323266066252,16.757336814548886,0.35
41.38435150967371,19.152896362669587,0.52
49.49379667627807,22.631240633309258,0.6
41.46910845597845,19.758320576240877,0.63
81.75499904633162,23.544581516316303,0.95
81.4597830263313,22.151201952879934,0.79
62.503085376452006,23.48068773139728,0.83
43.82264098286603,20.09180045127011,0.6
75.11558796032489,20.62359104117479,0.86
33.74997409813371,17.625723782498795,0.51
52.748602965329,21.19498134971388,0.61
92.1747563261254,24.34588568628141,1.01
46.84135043826704,19.230555065162736,0.57
88.26232803933894,23.398244576026777,0.9
35.27593334723866,17.878733292916728,0.61
49.75006532529005,20.77174972644938,0.71
88.1840417932516,23.5017630339906,0.88
87.80898329085598,24.634643999894667,0.89
47.89308285850149,20.30091961637268,0.65
43.69371808988829,19.289741110958527,0.56
68.89726147268149,21.252285232971666,0.83
67.55403109205271,23.67894452882081,0.69
100.0,24.620007539364853,1.06
36.494571539992,19.9495474085532,0.48
72.37542930340717,24.105672242873613,0.82
34.122393978697104,19.10085231254658,0.54
56.97419150881245,19.52616148044557,0.68
55.01135205550668,20.89858553451648,0.68
32.48425496817533,18.66444239442024,0.54
68.55453353388761,23.54600292777554,0.8
31.15591432586062,18.84609855823212,0.47
91.01974483012673,25.101129780361127,1.01
53.62702116797959,20.524397434716185,0.62
86.40698737330155,22.45250177497172,0.93
10.0,16.743357352893643,0.38
70.10584511484016,22.575744674471657,0.78
80.92796767551908,22.04009704904516,0.93
72.57478473512826,22.91112435721072,0.9
90.03855598756246,24.028179754839947,1.0
80.75660118873203,22.677896786609864,0.97
81.54876247604297,24.43207863108941,0.91
82.1597660848663,23.673537318193183,0.94
53.84768466932724,20.30192501503449,0.63
64.43616295930943,20.34425618869275,0.72
78.0422778472634,22.048260123000663,0.83
48.97149707105012,19.241618667870192,0.64
35.78486550931294,17.111034185148366,0.44
64.47386500515765,21.369154262680908,0.86
75.07792710708082,24.11937437542146,0.83
73.37146331499444,20.22394930828079,0.92
78.29924432546841,21.99822421858669,0.93
58.36463619139302,22.162105887858694,0.58
50.23953070528233,19.126724205311,0.7
55.06827679724066,21.40350148508356,0.69
83.74056502702496,24.451387139139168,0.94
77.88850118700309,22.92362100118179,0.82
23.61023136221001,19.73299952364107,0.43
79.78333436153392,25.027288629164385,0.84
92.03440409128218,25.969396249464808,0.97
75.34557811942767,21.74356716939499,0.84
55.392468771062255,19.31109573036324,0.71
72.65162377778287,22.164223786841667,0.75
35.07827288323787,19.16856982998192,0.65
33.41795066981823,19.04442496088024,0.59
80.58792739090082,24.11185670729933,0.86
69.36348379343114,21.119932088749348,0.75
72.6480572222748,24.584164077349477,0.83
100.0,24.425632525068934,1.08
65.91523631514664,21.94789554397865,0.77
33.15153876927215,20.418169523567908,0.53
38.85723216371121,19.336513062772323,0.64
65.98028177580582,21.177066145820337,0.78
60.35864090275892,21.70410163397533,0.73
66.22196319751177,20.960392955285503,0.71
59.4413529170696,19.650658463243754,0.72
84.02028715583758,23.86166162736349,0.89
80.22617985143103,20.50081638610969,0.82
76.23945158337588,23.25257710824736,0.89
78.7369699038559,21.514247350584142,1.01
47.81413973804972,20.213166580221788,0.69
68.51684580430695,23.66947243470208,0.74
48.41367249936114,21.94333471862143,0.6
34.65409781026278,18.89467795747763,0.5
59.26910252683136,19.918907084377118,0.69
100.0,24.21926037940065,0.97
70.96712012847276,21.386376745861064,0.81
46.77738293474161,20.01540784162279,0.61
66.57207884800512,22.561381717405663,0.82
69.56284431295308,21.850011261199164,0.88
100.0,25.079373010473283,0.97
76.30343782452586,23.03563243065222,0.87
35.27276233868909,18.45905203876781,0.45
75.78404280855933,22.068950753451222,0.76
68.39032931600634,20.54960292800195,0.82
61.92183981779281,19.53758366073826,0.71
67.9260047059867,23.00762515158489,0.75
54.21565513245692,21.828219412008885,0.66
65.88954556542933,21.893582137821333,0.69
56.24905142752901,22.00402609457404,0.61
49.76850990706954,21.69485551768171,0.57
27.93770918936695,17.014912204567935,0.43
74.80797621032539,22.66982757124514,0.92
54.827380107119126,20.030276483472505,0.61
79.7497257920105,23.36218269114984,0.94
77.04967453253232,23.242183658700707,0.78
84.09590546681137,21.716277249507392,0.97
53.70730698150715,20.911957455644597,0.75
100.0,26.20747259326849,0.99
69.79220506507423,23.6610100876404,0.72
71.9921638339694,21.3192013771017,0.71
15.705632759224912,15.089143707702595,0.43
100.0,25.37105026390932,1.0
97.7924165949958,23.29164774246873,0.97
65.08849167420234,20.70104640204435,0.77
79.79348901535269,23.16694656842395,0.9
73.66997455931758,22.96749332012275,0.9
86.77561419960956,24.494351743078216,0.85
73.20890761481026,22.158370131535506,0.91
68.9036028497162,20.95304500245381,0.81
60.8782161732094,20.351051745277505,0.82
19.864464115108483,17.529474952666234,0.44
96.59113841385116,26.13339776456109,1.04
98.0762555007991,25.94301315879133,0.91
72.3814515830616,24.08846798314917,0.77
53.02623375358038,20.454415846847017,0.64
30.923994877207704,20.449280925073616,0.5
40.75861211500778,19.2790282653837,0.52
99.38483937921232,26.151588611179864,1.08
45.22391950703211,18.290508057252644,0.66
76.40054981898456,24.939219118897533,0.89
84.6480678189108,22.092510267450088,0.79
53.28753376005496,21.720872565648627,0.63
81.25709889525844,21.997226068585764,0.81
57.61694361375768,19.701506339040584,0.82
83.8932969110638,21.594551116387528,0.86
55.665394786436536,21.915716398287955,0.67
74.20719012104063,21.89735423706543,0.73
63.44728849160065,19.80641586133526,0.81
56.59778028012703,22.267073071985017,0.59
54.528819389682056,19.888358330209527,0.74
43.83855917676449,18.90124094068314,0.55
81.5827030539682,23.833439232517527,0.94
92.01088951815652,24.093920870099765,1.0
43.91635093979563,18.94765950133508,0.6
100.0,21.564252269080523,0.98
73.53262788707215,24.279414985863085,0.73
50.4106307366517,20.285808860600618,0.77
48.83489104722981,20.60862746386403,0.71
86.45092472318296,26.385089302342724,0.99
68.67551198717605,22.070147948813617,0.73
91.33723590170788,23.35669918069234,0.95
26.879321248652708,17.65446630827764,0.35
50.68849028940752,19.253921047416053,0.65
50.25624750881954,21.67019497748694,0.56
82.3345975672673,24.58391046485984,0.95
66.22529045287659,22.01686616849069,0.79
83.95709866519405,21.61161617451158,0.82
45.32719879853653,19.11912279387581,0.63
80.82970434123342,22.860900336801315,0.93
77.18433104109597,22.38271377821225,0.82
95.1284633709224,23.905440125079597,1.04
38.385446643780696,18.526201401348374,0.62
92.72638754586,23.710800012103533,0.94
57.944040825251,21.309972037311425,0.77
83.15352955040306,21.58322154293856,0.85
53.398183748793286,21.624139625132816,0.7
84.53667547773861,24.263321729335097,0.85
74.38325218079365,22.825681222126573,0.84
75.47866462343,22.759675566585912,0.84
61.65333227900395,21.09828434761408,0.75
74.84421952189442,21.61457418154324,0.91
52.3053187133042,19.31410016952584,0.79
56.39955211322328,19.44505394993564,0.62
43.271216654170544,20.60127300993685,0.49
100.0,25.825717659850326,0.99
65.9486355640987,23.183421857809467,0.71
72.91569393793887,21.524541490559496,0.92
80.16146595751182,22.82470971024529,0.86
75.0757483525619,22.751631697268653,0.87
48.82319944570416,21.072044693592296,0.7
